state	count	event type	study population	race	year
Colorado	6395	Mortality	4631888	All Races	2005
Colorado	19213	Incidence	4720423	All Races	2006
Colorado	6550	Mortality	4720423	All Races	2006
Colorado	20648	Incidence	4803868	All Races	2007
Colorado	6617	Mortality	4803868	All Races	2007
Colorado	105774	Incidence	24830567	All Races	2009
Colorado	33871	Mortality	24433908	All Races	2009
Colorado	20880	Incidence	4889730	All Races	2008
Colorado	6719	Mortality	4889730	All Races	2008
Colorado	21520	Incidence	4972195	All Races	2009
Colorado	6950	Mortality	4972195	All Races	2009
Colorado	21259	Incidence	5048472	All Races	2010
Colorado	7035	Mortality	5047692	All Races	2010
Colorado	21467	Incidence	5116302	All Races	2011
Colorado	7035	Mortality	5047692	All Races	2011
Colorado	452	Incidence	183070	Black	1999
Colorado	212	Mortality	183070	Black	1999
Colorado	472	Incidence	189870	Black	2000
Colorado	211	Mortality	189870	Black	2000
Colorado	509	Incidence	196376	Black	2001
Colorado	230	Mortality	196376	Black	2001
Colorado	505	Incidence	201149	Black	2002
Colorado	205	Mortality	201149	Black	2002
Colorado	537	Incidence	203049	Black	2003
Colorado	215	Mortality	203049	Black	2003
Colorado	539	Incidence	208322	Black	2004
Colorado	190	Mortality	208322	Black	2004
Colorado	578	Incidence	211476	Black	2005
Colorado	232	Mortality	211476	Black	2005
Colorado	619	Incidence	218810	Black	2006
Colorado	225	Mortality	218810	Black	2006
Colorado	715	Incidence	224746	Black	2007
Colorado	244	Mortality	224746	Black	2007
Colorado	3499	Incidence	1196260	Black	2009
Colorado	1218	Mortality	1162123	Black	2009
Colorado	635	Incidence	231792	Black	2008
Colorado	228	Mortality	231792	Black	2008
Colorado	728	Incidence	239309	Black	2009
Colorado	242	Mortality	239309	Black	2009
Colorado	702	Incidence	247463	Black	2010
Colorado	279	Mortality	247466	Black	2010
Colorado	719	Incidence	252950	Black	2011
Colorado	279	Mortality	247466	Black	2011
Colorado	1426	Incidence	702024	Hispanic	1999
Colorado	410	Mortality	702024	Hispanic	1999
Colorado	1466	Incidence	745292	Hispanic	2000
Colorado	445	Mortality	745292	Hispanic	2000
Colorado	1601	Incidence	783269	Hispanic	2001
Colorado	504	Mortality	783269	Hispanic	2001
Colorado	1639	Incidence	817023	Hispanic	2002
Colorado	548	Mortality	817023	Hispanic	2002
Colorado	1686	Incidence	842340	Hispanic	2003
Colorado	604	Mortality	842340	Hispanic	2003
Colorado	1803	Incidence	864744	Hispanic	2004
Colorado	581	Mortality	864744	Hispanic	2004
Colorado	1764	Incidence	892419	Hispanic	2005
Colorado	576	Mortality	892419	Hispanic	2005
Colorado	1829	Incidence	923306	Hispanic	2006
Colorado	606	Mortality	923306	Hispanic	2006
Colorado	1951	Incidence	954181	Hispanic	2007
Colorado	577	Mortality	954181	Hispanic	2007
Colorado	10814	Incidence	5067831	Hispanic	2009
Colorado	3227	Mortality	4924533	Hispanic	2009
Colorado	2082	Incidence	984899	Hispanic	2008
Colorado	676	Mortality	984899	Hispanic	2008
Colorado	2289	Incidence	1015491	Hispanic	2009
Colorado	696	Mortality	1015491	Hispanic	2009
Colorado	2196	Incidence	1046060	Hispanic	2010
Colorado	672	Mortality	1046656	Hispanic	2010
Colorado	2296	Incidence	1067200	Hispanic	2011
Colorado	672	Mortality	1046656	Hispanic	2011
Colorado	15391	Incidence	3882901	White	1999
Colorado	5568	Mortality	3882901	White	1999
Colorado	15900	Incidence	3963927	White	2000
Colorado	5640	Mortality	3963927	White	2000
Colorado	16801	Incidence	4046133	White	2001
Colorado	5823	Mortality	4046133	White	2001
Colorado	16880	Incidence	4097747	White	2002
Colorado	6075	Mortality	4097747	White	2002
Colorado	16959	Incidence	4127630	White	2003
Colorado	6098	Mortality	4127630	White	2003
Colorado	17205	Incidence	4160952	White	2004
Colorado	5889	Mortality	4160952	White	2004
Colorado	17609	Incidence	4206548	White	2005
Colorado	6030	Mortality	4206548	White	2005
Colorado	17895	Incidence	4278464	White	2006
Colorado	6193	Mortality	4278464	White	2006
Colorado	18815	Incidence	4346486	White	2007
Colorado	6289	Mortality	4346486	White	2007
Colorado	96400	Incidence	22364807	White	2009
Colorado	32024	Mortality	22052318	White	2009
Colorado	19117	Incidence	4414527	White	2008
Colorado	6377	Mortality	4414527	White	2008
Colorado	19641	Incidence	4478565	White	2009
Colorado	6560	Mortality	4478565	White	2009
Colorado	19235	Incidence	4535131	White	2010
Colorado	6605	Mortality	4534276	White	2010
Colorado	19592	Incidence	4590098	White	2011
Colorado	6605	Mortality	4534276	White	2011
Connecticut	18671	Incidence	3386401	All Races	1999
Connecticut	7054	Mortality	3386401	All Races	1999
Connecticut	19173	Incidence	3411777	All Races	2000
Connecticut	7065	Mortality	3411777	All Races	2000
Connecticut	19578	Incidence	3432835	All Races	2001
Connecticut	7093	Mortality	3432835	All Races	2001
Connecticut	19516	Incidence	3458749	All Races	2002
Connecticut	7163	Mortality	3458749	All Races	2002
Connecticut	19457	Incidence	3484336	All Races	2003
Connecticut	7130	Mortality	3484336	All Races	2003
Connecticut	19419	Incidence	3496094	All Races	2004
Connecticut	7174	Mortality	3496094	All Races	2004
Connecticut	19690	Incidence	3506956	All Races	2005
Connecticut	7052	Mortality	3506956	All Races	2005
Connecticut	20449	Incidence	3517460	All Races	2006
Connecticut	7044	Mortality	3517460	All Races	2006
Connecticut	20453	Incidence	3527270	All Races	2007
Connecticut	6827	Mortality	3527270	All Races	2007
Connecticut	102697	Incidence	17797989	All Races	2009
Connecticut	34474	Mortality	17727614	All Races	2009
Connecticut	20540	Incidence	3545579	All Races	2008
Connecticut	6830	Mortality	3545579	All Races	2008
Connecticut	20876	Incidence	3561807	All Races	2009
Connecticut	6819	Mortality	3561807	All Races	2009
Connecticut	20460	Incidence	3576616	All Races	2010
Connecticut	6954	Mortality	3575498	All Races	2010
Connecticut	20368	Incidence	3586717	All Races	2011
Connecticut	6954	Mortality	3575498	All Races	2011
Connecticut	1114	Incidence	341801	Black	1999
Connecticut	445	Mortality	341801	Black	1999
Connecticut	1150	Incidence	349054	Black	2000
Connecticut	480	Mortality	349054	Black	2000
Connecticut	1145	Incidence	355440	Black	2001
Connecticut	429	Mortality	355440	Black	2001
Connecticut	1295	Incidence	363022	Black	2002
Connecticut	471	Mortality	363022	Black	2002
Connecticut	1222	Incidence	370417	Black	2003
Connecticut	466	Mortality	370417	Black	2003
Connecticut	1315	Incidence	375875	Black	2004
Connecticut	464	Mortality	375875	Black	2004
Connecticut	1262	Incidence	381552	Black	2005
Connecticut	462	Mortality	381552	Black	2005
Connecticut	1311	Incidence	388120	Black	2006
Connecticut	478	Mortality	388120	Black	2006
Connecticut	1424	Incidence	394640	Black	2007
Connecticut	484	Mortality	394640	Black	2007
Connecticut	7262	Incidence	2045326	Black	2009
Connecticut	2424	Mortality	2010910	Black	2009
Connecticut	1366	Incidence	401643	Black	2008
Connecticut	486	Mortality	401643	Black	2008
Connecticut	1525	Incidence	409897	Black	2009
Connecticut	474	Mortality	409897	Black	2009
Connecticut	1495	Incidence	416747	Black	2010
Connecticut	502	Mortality	416610	Black	2010
Connecticut	1452	Incidence	422399	Black	2011
Connecticut	502	Mortality	416610	Black	2011
Connecticut	674	Incidence	308549	Hispanic	1999
Connecticut	130	Mortality	308549	Hispanic	1999
Connecticut	717	Incidence	323852	Hispanic	2000
Connecticut	151	Mortality	323852	Hispanic	2000
Connecticut	721	Incidence	338119	Hispanic	2001
Connecticut	137	Mortality	338119	Hispanic	2001
Connecticut	801	Incidence	353717	Hispanic	2002
Connecticut	160	Mortality	353717	Hispanic	2002
Connecticut	847	Incidence	369302	Hispanic	2003
Connecticut	183	Mortality	369302	Hispanic	2003
Connecticut	928	Incidence	382912	Hispanic	2004
Connecticut	180	Mortality	382912	Hispanic	2004
Connecticut	1017	Incidence	396323	Hispanic	2005
Connecticut	183	Mortality	396323	Hispanic	2005
Connecticut	1068	Incidence	412867	Hispanic	2006
Connecticut	219	Mortality	412867	Hispanic	2006
Connecticut	1085	Incidence	429328	Hispanic	2007
Connecticut	217	Mortality	429328	Hispanic	2007
Connecticut	5973	Incidence	2319619	Hispanic	2009
Connecticut	1176	Mortality	2236064	Hispanic	2009
Connecticut	1116	Incidence	446776	Hispanic	2008
Connecticut	216	Mortality	446776	Hispanic	2008
Connecticut	1227	Incidence	465486	Hispanic	2009
Connecticut	255	Mortality	465486	Hispanic	2009
Connecticut	1191	Incidence	481385	Hispanic	2010
Connecticut	269	Mortality	481607	Hispanic	2010
Connecticut	1354	Incidence	496644	Hispanic	2011
Connecticut	269	Mortality	481607	Hispanic	2011
Connecticut	17282	Incidence	2944775	White	1999
Connecticut	6573	Mortality	2944775	White	1999
Connecticut	17776	Incidence	2956812	White	2000
Connecticut	6552	Mortality	2956812	White	2000
Connecticut	18136	Incidence	2965228	White	2001
Connecticut	6621	Mortality	2965228	White	2001
Connecticut	17905	Incidence	2975939	White	2002
Connecticut	6645	Mortality	2975939	White	2002
Connecticut	18006	Incidence	2986138	White	2003
Connecticut	6614	Mortality	2986138	White	2003
Connecticut	17832	Incidence	2986255	White	2004
Connecticut	6656	Mortality	2986255	White	2004
Connecticut	18116	Incidence	2984742	White	2005
Connecticut	6523	Mortality	2984742	White	2005
Connecticut	18645	Incidence	2982114	White	2006
Connecticut	6497	Mortality	2982114	White	2006
Connecticut	18537	Incidence	2979313	White	2007
Connecticut	6279	Mortality	2979313	White	2007
Connecticut	92264	Incidence	14923544	White	2009
Connecticut	31665	Mortality	14918349	White	2009
Connecticut	18647	Incidence	2984016	White	2008
Connecticut	6265	Mortality	2984016	White	2008
Connecticut	18612	Incidence	2985844	White	2009
Connecticut	6253	Mortality	2985844	White	2009
Connecticut	18290	Incidence	2987690	White	2010
Connecticut	6371	Mortality	2987062	White	2010
Connecticut	18178	Incidence	2986681	White	2011
Connecticut	6371	Mortality	2987062	White	2011
Delaware	3962	Incidence	774990	All Races	1999
Delaware	1737	Mortality	774990	All Races	1999
Delaware	4134	Incidence	786373	All Races	2000
Delaware	1609	Mortality	786373	All Races	2000
Delaware	4291	Incidence	795699	All Races	2001
Delaware	1786	Mortality	795699	All Races	2001
Delaware	4335	Incidence	806169	All Races	2002
Delaware	1621	Mortality	806169	All Races	2002
Delaware	4303	Incidence	818003	All Races	2003
Delaware	1719	Mortality	818003	All Races	2003
Delaware	4490	Incidence	830803	All Races	2004
Delaware	1827	Mortality	830803	All Races	2004
Delaware	4780	Incidence	845150	All Races	2005
Delaware	1799	Mortality	845150	All Races	2005
Delaware	4979	Incidence	859268	All Races	2006
Delaware	1780	Mortality	859268	All Races	2006
Delaware	5041	Incidence	871749	All Races	2007
Delaware	1852	Mortality	871749	All Races	2007
Delaware	25835	Incidence	4455314	All Races	2009
Delaware	9266	Mortality	4406413	All Races	2009
Delaware	5145	Incidence	883874	All Races	2008
Delaware	1912	Mortality	883874	All Races	2008
Delaware	5182	Incidence	891730	All Races	2009
Delaware	1813	Mortality	891730	All Races	2009
Delaware	5167	Incidence	899824	All Races	2010
Delaware	1909	Mortality	899792	All Races	2010
Delaware	5300	Incidence	908137	All Races	2011
Delaware	1909	Mortality	899792	All Races	2011
Delaware	584	Incidence	153643	Black	1999
Delaware	283	Mortality	153643	Black	1999
Delaware	600	Incidence	157960	Black	2000
Delaware	238	Mortality	157960	Black	2000
Delaware	609	Incidence	162206	Black	2001
Delaware	259	Mortality	162206	Black	2001
Delaware	631	Incidence	166583	Black	2002
Delaware	247	Mortality	166583	Black	2002
Delaware	686	Incidence	171022	Black	2003
Delaware	290	Mortality	171022	Black	2003
Delaware	695	Incidence	175605	Black	2004
Delaware	260	Mortality	175605	Black	2004
Delaware	691	Incidence	181480	Black	2005
Delaware	279	Mortality	181480	Black	2005
Delaware	783	Incidence	187148	Black	2006
Delaware	291	Mortality	187148	Black	2006
Delaware	809	Incidence	192615	Black	2007
Delaware	261	Mortality	192615	Black	2007
Delaware	4161	Incidence	1005874	Black	2009
Delaware	1444	Mortality	984685	Black	2009
Delaware	845	Incidence	197813	Black	2008
Delaware	281	Mortality	197813	Black	2008
Delaware	856	Incidence	201775	Black	2009
Delaware	301	Mortality	201775	Black	2009
Delaware	817	Incidence	205324	Black	2010
Delaware	310	Mortality	205334	Black	2010
Delaware	834	Incidence	208347	Black	2011
Delaware	310	Mortality	205334	Black	2011
Delaware	0	Incidence	34817	Hispanic	1999
Delaware	17	Mortality	34817	Hispanic	1999
Delaware	0	Incidence	37834	Hispanic	2000
Delaware	0	Mortality	37834	Hispanic	2000
Delaware	0	Incidence	40908	Hispanic	2001
Delaware	0	Mortality	40908	Hispanic	2001
Delaware	0	Incidence	44187	Hispanic	2002
Delaware	21	Mortality	44187	Hispanic	2002
Delaware	0	Incidence	47599	Hispanic	2003
Delaware	16	Mortality	47599	Hispanic	2003
Delaware	0	Incidence	51274	Hispanic	2004
Delaware	0	Mortality	51274	Hispanic	2004
Delaware	0	Incidence	55375	Hispanic	2005
Delaware	25	Mortality	55375	Hispanic	2005
Delaware	0	Incidence	59478	Hispanic	2006
Delaware	23	Mortality	59478	Hispanic	2006
Delaware	0	Incidence	63149	Hispanic	2007
Delaware	16	Mortality	63149	Hispanic	2007
Delaware	0	Incidence	350481	Hispanic	2009
Delaware	96	Mortality	333839	Hispanic	2009
Delaware	0	Incidence	66725	Hispanic	2008
Delaware	21	Mortality	66725	Hispanic	2008
Delaware	0	Incidence	70815	Hispanic	2009
Delaware	19	Mortality	70815	Hispanic	2009
Delaware	0	Incidence	73568	Hispanic	2010
Delaware	17	Mortality	73672	Hispanic	2010
Delaware	0	Incidence	76224	Hispanic	2011
Delaware	17	Mortality	73672	Hispanic	2011
Delaware	3311	Incidence	601213	White	1999
Delaware	1441	Mortality	601213	White	1999
Delaware	3476	Incidence	606974	White	2000
Delaware	1358	Mortality	606974	White	2000
Delaware	3588	Incidence	610442	White	2001
Delaware	1514	Mortality	610442	White	2001
Delaware	3629	Incidence	615028	White	2002
Delaware	1362	Mortality	615028	White	2002
Delaware	3505	Incidence	620499	White	2003
Delaware	1418	Mortality	620499	White	2003
Delaware	3692	Incidence	626833	White	2004
Delaware	1552	Mortality	626833	White	2004
Delaware	4006	Incidence	633398	White	2005
Delaware	1508	Mortality	633398	White	2005
Delaware	4120	Incidence	640053	White	2006
Delaware	1473	Mortality	640053	White	2006
Delaware	4138	Incidence	645106	White	2007
Delaware	1567	Mortality	645106	White	2007
Delaware	21174	Incidence	3263842	White	2009
Delaware	7730	Mortality	3244123	White	2009
Delaware	4198	Incidence	650311	White	2008
Delaware	1610	Mortality	650311	White	2008
Delaware	4213	Incidence	652605	White	2009
Delaware	1496	Mortality	652605	White	2009
Delaware	4267	Incidence	656044	White	2010
Delaware	1584	Mortality	656048	White	2010
Delaware	4358	Incidence	659776	White	2011
Delaware	1584	Mortality	656048	White	2011
Detroit	21425	Incidence	4044440	All Races	1999
Detroit	21541	Incidence	4044266	All Races	2000
Detroit	22102	Incidence	4044163	All Races	2001
Detroit	22387	Incidence	4032479	All Races	2002
Detroit	21848	Incidence	4023892	All Races	2003
Detroit	21763	Incidence	4011060	All Races	2004
Detroit	21580	Incidence	3992281	All Races	2005
Detroit	21841	Incidence	3968074	All Races	2006
Detroit	22756	Incidence	3936557	All Races	2007
Detroit	113119	Incidence	19432830	All Races	2009
Detroit	22403	Incidence	3902460	All Races	2008
Detroit	22518	Incidence	3877861	All Races	2009
Detroit	22567	Incidence	3859925	All Races	2010
Detroit	22875	Incidence	3856027	All Races	2011
Detroit	4767	Incidence	1032078	Black	1999
Detroit	4732	Incidence	1034710	Black	2000
Detroit	4704	Incidence	1037518	Black	2001
Detroit	4883	Incidence	1037540	Black	2002
Detroit	4926	Incidence	1037542	Black	2003
Detroit	4913	Incidence	1036919	Black	2004
Detroit	4767	Incidence	1033923	Black	2005
Detroit	4906	Incidence	1029704	Black	2006
Detroit	5045	Incidence	1023217	Black	2007
Detroit	25707	Incidence	5059011	Black	2009
Detroit	5120	Incidence	1013695	Black	2008
Detroit	5120	Incidence	1007912	Black	2009
Detroit	5154	Incidence	1007786	Black	2010
Detroit	5268	Incidence	1006401	Black	2011
Detroit	257	Incidence	114694	Hispanic	1999
Detroit	279	Incidence	119864	Hispanic	2000
Detroit	321	Incidence	125014	Hispanic	2001
Detroit	341	Incidence	129907	Hispanic	2002
Detroit	308	Incidence	134395	Hispanic	2003
Detroit	371	Incidence	138587	Hispanic	2004
Detroit	411	Incidence	142511	Hispanic	2005
Detroit	387	Incidence	145958	Hispanic	2006
Detroit	366	Incidence	147853	Hispanic	2007
Detroit	2070	Incidence	768153	Hispanic	2009
Detroit	420	Incidence	150597	Hispanic	2008
Detroit	415	Incidence	153667	Hispanic	2009
Detroit	432	Incidence	156877	Hispanic	2010
Detroit	437	Incidence	159159	Hispanic	2011
Detroit	16415	Incidence	2888591	White	1999
Detroit	16538	Incidence	2877548	White	2000
Detroit	17134	Incidence	2868376	White	2001
Detroit	17169	Incidence	2850074	White	2002
Detroit	16595	Incidence	2834290	White	2003
Detroit	16491	Incidence	2816875	White	2004
Detroit	16325	Incidence	2795823	White	2005
Detroit	16364	Incidence	2771618	White	2006
Detroit	17030	Incidence	2744205	White	2007
Detroit	84593	Incidence	13507376	White	2009
Detroit	16716	Incidence	2717437	White	2008
Detroit	16873	Incidence	2696956	White	2009
Detroit	16912	Incidence	2677893	White	2010
Detroit	17062	Incidence	2670885	White	2011
District of Columbia	2977	Incidence	570213	All Races	1999
District of Columbia	1340	Mortality	570213	All Races	1999
District of Columbia	2960	Incidence	572046	All Races	2000
District of Columbia	1335	Mortality	572046	All Races	2000
District of Columbia	1327	Mortality	574504	All Races	2001
District of Columbia	1296	Mortality	573158	All Races	2002
District of Columbia	3074	Incidence	568502	All Races	2003
District of Columbia	1122	Mortality	568502	All Races	2003
District of Columbia	2740	Incidence	567754	All Races	2004
District of Columbia	1152	Mortality	567754	All Races	2004
District of Columbia	2759	Incidence	567136	All Races	2005
District of Columbia	1150	Mortality	567136	All Races	2005
District of Columbia	2739	Incidence	570681	All Races	2006
District of Columbia	1178	Mortality	570681	All Races	2006
District of Columbia	2957	Incidence	574404	All Races	2007
District of Columbia	1169	Mortality	574404	All Races	2007
District of Columbia	14434	Incidence	2970877	All Races	2009
District of Columbia	5662	Mortality	2922461	All Races	2009
District of Columbia	2690	Incidence	580236	All Races	2008
District of Columbia	1143	Mortality	580236	All Races	2008
